log2FoldChange	padj	cond1	cond2	gene	lab	type	sig	direction	tissue	group	TF	TFcofactor	EpiGene	Family
0.916520014	3.44e-05	BPA10mg_Female_adult	Ctrl_Female_adult	Pbx4	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	Homeobox
-0.713753922	5.63e-19	BPA10mg_Female_adult	Ctrl_Female_adult	Pias2	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-MIZ
0.811037481	6.25e-33	BPA10mg_Female_adult	Ctrl_Female_adult	Pias4	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-MIZ
-1.77109859	3.33e-17	BPA10mg_Female_adult	Ctrl_Female_adult	Plek	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	Others
0.726587395	0.000349094	BPA10mg_Female_adult	Ctrl_Female_adult	Plscr1	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	Others
1.082205105	6.57e-29	BPA10mg_Female_adult	Ctrl_Female_adult	Pou2f2	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	Pou
-1.34439004	5.21e-08	BPA10mg_Female_adult	Ctrl_Female_adult	Pparg	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	THR-like
-0.827361287	1.21e-07	BPA10mg_Female_adult	Ctrl_Female_adult	Prdm1	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	TRUE	zf-C2H2
-0.624700869	5.51e-07	BPA10mg_Female_adult	Ctrl_Female_adult	Rfx3	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	RFX
-0.878448643	7.39e-10	BPA10mg_Female_adult	Ctrl_Female_adult	Runx2	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	Runt
-0.732382438	1.85e-07	BPA10mg_Female_adult	Ctrl_Female_adult	Satb1	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	TRUE	CUT
-0.713182635	7.94e-07	BPA10mg_Female_adult	Ctrl_Female_adult	Smad7	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	MH1
1.376128349	4.3e-07	BPA10mg_Female_adult	Ctrl_Female_adult	Sox5	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	HMG
0.625420309	3.26e-15	BPA10mg_Female_adult	Ctrl_Female_adult	Sp140	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	TRUE	SAND
-0.682942547	1.01e-16	BPA10mg_Female_adult	Ctrl_Female_adult	Sp3	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.753464151	7.65e-10	BPA10mg_Female_adult	Ctrl_Female_adult	Sp4	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
0.76403891	1.84e-15	BPA10mg_Female_adult	Ctrl_Female_adult	Sub1	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	PC4
-0.65024864	6.92e-11	BPA10mg_Female_adult	Ctrl_Female_adult	Tada2b	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	TRUE	MYB
-2.442752599	2.35e-21	BPA10mg_Female_adult	Ctrl_Female_adult	Tal1	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	bHLH
-0.724637632	0.000731288	BPA10mg_Female_adult	Ctrl_Female_adult	Tbx21	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	T-box
0.852295985	1.84e-20	BPA10mg_Female_adult	Ctrl_Female_adult	Tcf4	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	bHLH
1.065601282	2.89e-29	BPA10mg_Female_adult	Ctrl_Female_adult	Thap3	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	THAP
-0.873090421	3.28e-07	BPA10mg_Female_adult	Ctrl_Female_adult	Tox	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	HMG
-3.2108399	8.5e-16	BPA10mg_Female_adult	Ctrl_Female_adult	Tsc22d1	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	TSC22
-0.79101416	0.000620601	BPA10mg_Female_adult	Ctrl_Female_adult	Tshz3	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
0.762960596	2.72e-30	BPA10mg_Female_adult	Ctrl_Female_adult	Usf1	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	bHLH
-0.610189469	2.37e-17	BPA10mg_Female_adult	Ctrl_Female_adult	Usf3	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	bHLH
0.604057149	3.97e-21	BPA10mg_Female_adult	Ctrl_Female_adult	Yeats4	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	TRUE	Others
0.762961283	1.18e-06	BPA10mg_Female_adult	Ctrl_Female_adult	Zbtb20	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	ZBTB
2.012398929	3.17e-13	BPA10mg_Female_adult	Ctrl_Female_adult	Zbtb32	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	ZBTB
-1.433013656	3.61e-22	BPA10mg_Female_adult	Ctrl_Female_adult	Zbtb33	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	TRUE	ZBTB
-0.619229057	9.12e-11	BPA10mg_Female_adult	Ctrl_Female_adult	Zbtb37	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	ZBTB
-0.844252305	1.45e-12	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp101	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.742135249	0.000263675	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp109	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.96071072	3.13e-07	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp119b	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.65834898	1.33e-09	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp169	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
0.711340836	3.43e-05	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp202	Bartolomei	blood_adt_pseudo_corrected	TRUE	up	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.689800101	6.74e-16	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp236	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.645678081	9.04e-12	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp275	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
-0.763689843	6.53e-13	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp280b	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	Others
-0.708240194	1.73e-06	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp280c	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	Others
-0.721077116	2.69e-14	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp280d	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	Others
-0.921372862	3.11e-14	BPA10mg_Female_adult	Ctrl_Female_adult	Zfp39	Bartolomei	blood_adt_pseudo_corrected	TRUE	down	blood	Bartolomei_BPA10mg_Female_adult	TRUE	FALSE	FALSE	zf-C2H2
